Date	Adj Close
2010-11-15	158.899994
2010-11-16	157.779999
2010-11-17	158.350006
2010-11-18	164.169998
2010-11-19	164.820007
2010-11-22	170.389999
2010-11-23	168.199997
2010-11-24	177.25
2010-11-26	177.199997
2010-11-29	179.490005
2010-11-30	175.399994
2010-12-01	176.550003
2010-12-02	176.529999
2010-12-03	175.679993
2010-12-06	178.050003
2010-12-07	176.770004
2010-12-08	176.28999299999998
2010-12-09	174.850006
2010-12-10	175.619995
2010-12-13	174.25
2010-12-14	173.940002
2010-12-15	175.570007
2010-12-16	178.03999299999998
2010-12-17	177.580002
2010-12-20	183.28999299999998
2010-12-21	184.75
2010-12-22	184.759995
2010-12-23	182.58999599999999
2010-12-27	182.139999
2010-12-28	181.08999599999999
2010-12-29	183.369995
2010-12-30	182.75
2010-12-31	180.0
2011-01-03	184.220001
2011-01-04	185.009995
2011-01-05	187.419998
2011-01-06	185.860001
2011-01-07	185.490005
2011-01-10	184.679993
2011-01-11	184.33999599999999
2011-01-12	184.080002
2011-01-13	185.529999
2011-01-14	188.75
2011-01-18	191.25
2011-01-19	186.869995
2011-01-20	181.96000700000002
2011-01-21	177.419998
2011-01-24	176.850006
2011-01-25	176.699997
2011-01-26	175.389999
2011-01-27	184.449997
2011-01-28	171.139999
2011-01-31	169.639999
2011-02-01	172.110001
2011-02-02	173.529999
2011-02-03	173.71000700000002
2011-02-04	175.929993
2011-02-07	176.429993
2011-02-08	183.059998
2011-02-09	185.300003
2011-02-10	186.21000700000002
2011-02-11	189.25
2011-02-14	190.419998
2011-02-15	189.029999
2011-02-16	186.619995
2011-02-17	187.759995
2011-02-18	186.5
2011-02-22	180.419998
2011-02-23	176.679993
2011-02-24	177.75
2011-02-25	177.240005
2011-02-28	173.28999299999998
2011-03-01	169.440002
2011-03-02	172.020004
2011-03-03	172.78999299999998
2011-03-04	171.669998
2011-03-07	169.080002
2011-03-08	166.889999
2011-03-09	169.050003
2011-03-10	166.139999
2011-03-11	168.070007
2011-03-14	166.729996
2011-03-15	165.080002
2011-03-16	164.699997
2011-03-17	160.970001
2011-03-18	161.820007
2011-03-21	164.520004
2011-03-22	162.600006
2011-03-23	165.320007
2011-03-24	171.100006
2011-03-25	170.979996
2011-03-28	169.350006
2011-03-29	174.619995
2011-03-30	179.419998
2011-03-31	180.130005
2011-04-01	180.130005
2011-04-04	182.940002
2011-04-05	185.28999299999998
2011-04-06	182.759995
2011-04-07	184.91000400000001
2011-04-08	184.71000700000002
2011-04-11	184.03999299999998
2011-04-12	180.479996
2011-04-13	182.28999299999998
2011-04-14	181.820007
2011-04-15	180.009995
2011-04-18	178.33999599999999
2011-04-19	178.820007
2011-04-20	183.869995
2011-04-21	185.889999
2011-04-25	185.419998
2011-04-26	182.300003
2011-04-27	196.630005
2011-04-28	195.070007
2011-04-29	195.809998
2011-05-02	201.190002
2011-05-03	198.449997
2011-05-04	199.970001
2011-05-05	197.110001
2011-05-06	197.600006
2011-05-09	200.800003
2011-05-10	203.940002
2011-05-11	204.380005
2011-05-12	206.070007
2011-05-13	202.559998
2011-05-16	192.509995
2011-05-17	194.809998
2011-05-18	197.08999599999999
2011-05-19	198.800003
2011-05-20	198.649994
2011-05-23	196.220001
2011-05-24	193.270004
2011-05-25	192.259995
2011-05-26	195.0
2011-05-27	194.130005
2011-05-31	196.690002
2011-06-01	192.399994
2011-06-02	193.649994
2011-06-03	188.320007
2011-06-06	185.690002
2011-06-07	187.550003
2011-06-08	188.050003
2011-06-09	189.679993
2011-06-10	186.529999
2011-06-13	186.28999299999998
2011-06-14	189.96000700000002
2011-06-15	185.979996
2011-06-16	183.649994
2011-06-17	186.369995
2011-06-20	187.720001
2011-06-21	194.229996
2011-06-22	191.630005
2011-06-23	194.16000400000001
2011-06-24	192.550003
2011-06-27	201.25
2011-06-28	202.350006
2011-06-29	204.179993
2011-06-30	204.490005
2011-07-01	209.490005
2011-07-05	213.190002
2011-07-06	214.190002
2011-07-07	216.74000499999997
2011-07-08	218.27999900000003
2011-07-11	212.55000299999998
2011-07-12	211.229996
2011-07-13	213.5
2011-07-14	210.38000499999998
2011-07-15	212.86999500000002
2011-07-18	211.52999900000003
2011-07-19	218.059998
2011-07-20	215.55000299999998
2011-07-21	213.210007
2011-07-22	216.520004
2011-07-25	213.49000499999997
2011-07-26	214.17999300000002
2011-07-27	222.520004
2011-07-28	223.899994
2011-07-29	222.520004
2011-08-01	221.32000699999998
2011-08-02	211.69999700000002
2011-08-03	209.960007
2011-08-04	201.479996
2011-08-05	202.699997
2011-08-08	193.699997
2011-08-09	205.08999599999999
2011-08-10	194.130005
2011-08-11	198.360001
2011-08-12	202.300003
2011-08-15	202.949997
2011-08-16	197.679993
2011-08-17	195.929993
2011-08-18	182.520004
2011-08-19	178.929993
2011-08-22	177.53999299999998
2011-08-23	193.550003
2011-08-24	193.729996
2011-08-25	192.029999
2011-08-26	199.270004
2011-08-29	206.529999
2011-08-30	210.919998
2011-08-31	215.229996
2011-09-01	212.539993
2011-09-02	210.0
2011-09-06	216.17999300000002
2011-09-07	219.899994
2011-09-08	217.25999500000003
2011-09-09	211.38999900000002
2011-09-12	216.559998
2011-09-13	219.52999900000003
2011-09-14	222.57000699999998
2011-09-15	226.77999900000003
2011-09-16	239.30000299999998
2011-09-19	241.690002
2011-09-20	233.25
2011-09-21	231.86999500000002
2011-09-22	223.229996
2011-09-23	223.61000099999998
2011-09-26	229.850006
2011-09-27	224.210007
2011-09-28	229.710007
2011-09-29	222.440002
2011-09-30	216.229996
2011-10-03	211.979996
2011-10-04	212.5
2011-10-05	219.5
2011-10-06	221.50999500000003
2011-10-07	224.74000499999997
2011-10-10	231.32000699999998
2011-10-11	235.479996
2011-10-12	236.809998
2011-10-13	236.149994
2011-10-14	246.710007
2011-10-17	242.330002
2011-10-18	243.88000499999998
2011-10-19	231.52999900000003
2011-10-20	233.61000099999998
2011-10-21	234.77999900000003
2011-10-24	237.61000099999998
2011-10-25	227.149994
2011-10-26	198.399994
2011-10-27	206.779999
2011-10-28	217.32000699999998
2011-10-31	213.50999500000003
2011-11-01	212.100006
2011-11-02	215.61999500000002
2011-11-03	218.289993
2011-11-04	216.479996
2011-11-07	217.0
2011-11-08	217.99000499999997
2011-11-09	211.22000099999997
2011-11-10	210.789993
2011-11-11	217.38999900000002
2011-11-14	218.92999300000002
2011-11-15	217.830002
2011-11-16	211.99000499999997
2011-11-17	204.520004
2011-11-18	197.139999
2011-11-21	189.25
2011-11-22	192.33999599999999
2011-11-23	188.990005
2011-11-25	182.399994
2011-11-28	194.149994
2011-11-29	188.389999
2011-11-30	192.28999299999998
2011-12-01	197.130005
2011-12-02	196.029999
2011-12-05	196.240005
2011-12-06	191.990005
2011-12-07	195.320007
2011-12-08	190.479996
2011-12-09	193.029999
2011-12-12	189.520004
2011-12-13	180.509995
2011-12-14	180.21000700000002
2011-12-15	181.259995
2011-12-16	181.259995
2011-12-19	179.330002
2011-12-20	182.520004
2011-12-21	174.350006
2011-12-22	179.029999
2011-12-23	177.279999
2011-12-27	176.270004
2011-12-28	173.889999
2011-12-29	173.860001
2011-12-30	173.100006
2012-01-03	179.029999
2012-01-04	177.509995
2012-01-05	177.610001
2012-01-06	182.610001
2012-01-09	178.559998
2012-01-10	179.33999599999999
2012-01-11	178.899994
2012-01-12	175.929993
2012-01-13	178.419998
2012-01-17	181.66000400000001
2012-01-18	189.440002
2012-01-19	194.449997
2012-01-20	190.929993
2012-01-23	186.08999599999999
2012-01-24	187.0
2012-01-25	187.800003
2012-01-26	193.320007
2012-01-27	195.369995
2012-01-30	192.149994
2012-01-31	194.440002
2012-02-01	179.46000700000002
2012-02-02	181.720001
2012-02-03	187.679993
2012-02-06	183.139999
2012-02-07	184.190002
2012-02-08	185.479996
2012-02-09	184.979996
2012-02-10	185.53999299999998
2012-02-13	191.58999599999999
2012-02-14	191.300003
2012-02-15	184.470001
2012-02-16	179.929993
2012-02-17	182.5
2012-02-21	182.259995
2012-02-22	180.580002
2012-02-23	178.889999
2012-02-24	179.130005
2012-02-27	178.529999
2012-02-28	183.800003
2012-02-29	179.690002
2012-03-01	180.03999299999998
2012-03-02	179.300003
2012-03-05	180.259995
2012-03-06	181.08999599999999
2012-03-07	183.770004
2012-03-08	187.639999
2012-03-09	184.320007
2012-03-12	183.389999
2012-03-13	184.58999599999999
2012-03-14	182.259995
2012-03-15	184.429993
2012-03-16	185.050003
2012-03-19	185.520004
2012-03-20	192.330002
2012-03-21	191.729996
2012-03-22	192.399994
2012-03-23	195.03999299999998
2012-03-26	202.869995
2012-03-27	205.440002
2012-03-28	201.16000400000001
2012-03-29	204.610001
2012-03-30	202.509995
2012-04-02	198.050003
2012-04-03	199.66000400000001
2012-04-04	193.990005
2012-04-05	194.389999
2012-04-09	191.869995
2012-04-10	186.979996
2012-04-11	187.970001
2012-04-12	190.690002
2012-04-13	188.46000700000002
2012-04-16	185.5
2012-04-17	188.389999
2012-04-18	191.070007
2012-04-19	191.100006
2012-04-20	189.979996
2012-04-23	188.240005
2012-04-24	190.330002
2012-04-25	194.419998
2012-04-26	195.990005
2012-04-27	226.850006
2012-04-30	231.899994
2012-05-01	230.039993
2012-05-02	230.25
2012-05-03	229.44999700000002
2012-05-04	223.99000499999997
2012-05-07	225.16000400000001
2012-05-08	223.899994
2012-05-09	222.979996
2012-05-10	226.690002
2012-05-11	227.67999300000002
2012-05-14	222.92999300000002
2012-05-15	224.38999900000002
2012-05-16	224.059998
2012-05-17	218.36000099999998
2012-05-18	213.850006
2012-05-21	218.11000099999998
2012-05-22	215.330002
2012-05-23	217.27999900000003
2012-05-24	215.24000499999997
2012-05-25	212.88999900000002
2012-05-29	214.75
2012-05-30	209.229996
2012-05-31	212.91000400000001
2012-06-01	208.220001
2012-06-04	214.57000699999998
2012-06-05	213.210007
2012-06-06	217.63999900000002
2012-06-07	218.80000299999998
2012-06-08	218.479996
2012-06-11	216.5
2012-06-12	216.419998
2012-06-13	214.729996
2012-06-14	214.44999700000002
2012-06-15	218.350006
2012-06-18	222.66000400000001
2012-06-19	224.02999900000003
2012-06-20	223.020004
2012-06-21	220.57000699999998
2012-06-22	222.16000400000001
2012-06-25	220.07000699999998
2012-06-26	225.61000099999998
2012-06-27	225.61999500000002
2012-06-28	221.309998
2012-06-29	228.350006
2012-07-02	229.32000699999998
2012-07-03	229.52999900000003
2012-07-05	227.059998
2012-07-06	225.05000299999998
2012-07-09	225.05000299999998
2012-07-10	219.5
2012-07-11	218.36999500000002
2012-07-12	215.36000099999998
2012-07-13	218.38999900000002
2012-07-16	216.00999500000003
2012-07-17	216.92999300000002
2012-07-18	217.47000099999997
2012-07-19	226.169998
2012-07-20	228.289993
2012-07-23	226.00999500000003
2012-07-24	223.039993
2012-07-25	217.05000299999998
2012-07-26	220.00999500000003
2012-07-27	237.32000699999998
2012-07-30	236.08999599999999
2012-07-31	233.30000299999998
2012-08-01	232.08999599999999
2012-08-02	230.809998
2012-08-03	234.97000099999997
2012-08-06	233.99000499999997
2012-08-07	236.559998
2012-08-08	234.38000499999998
2012-08-09	234.059998
2012-08-10	232.75
2012-08-13	232.440002
2012-08-14	233.190002
2012-08-15	237.419998
2012-08-16	241.55000299999998
2012-08-17	241.169998
2012-08-20	240.350006
2012-08-21	239.44999700000002
2012-08-22	243.100006
2012-08-23	241.19999700000002
2012-08-24	245.74000499999997
2012-08-27	243.919998
2012-08-28	246.11000099999998
2012-08-29	247.11999500000002
2012-08-30	246.22000099999997
2012-08-31	248.270004
2012-09-04	247.88000499999998
2012-09-05	246.22000099999997
2012-09-06	251.38000499999998
2012-09-07	259.140015
2012-09-10	257.089996
2012-09-11	255.669998
2012-09-12	255.63000499999998
2012-09-13	260.23999
2012-09-14	261.269989
2012-09-17	258.0
2012-09-18	258.75
2012-09-19	261.679993
2012-09-20	260.809998
2012-09-21	257.47000099999997
2012-09-24	254.80000299999998
2012-09-25	252.460007
2012-09-26	249.669998
2012-09-27	256.589996
2012-09-28	254.32000699999998
2012-10-01	252.00999500000003
2012-10-02	250.600006
2012-10-03	255.919998
2012-10-04	260.47000099999997
2012-10-05	258.51001
2012-10-08	259.059998
2012-10-09	250.960007
2012-10-10	244.99000499999997
2012-10-11	244.22000099999997
2012-10-12	242.36000099999998
2012-10-15	244.17999300000002
2012-10-16	243.940002
2012-10-17	247.49000499999997
2012-10-18	244.850006
2012-10-19	240.0
2012-10-22	233.77999900000003
2012-10-23	234.309998
2012-10-24	228.49000499999997
2012-10-25	222.919998
2012-10-26	238.24000499999997
2012-10-31	232.88999900000002
2012-11-01	232.13999900000002
2012-11-02	232.419998
2012-11-05	234.330002
2012-11-06	237.559998
2012-11-07	232.059998
2012-11-08	227.350006
2012-11-09	226.309998
2012-11-12	226.47000099999997
2012-11-13	226.600006
2012-11-14	222.94999700000002
2012-11-15	220.600006
2012-11-16	225.229996
2012-11-19	229.710007
2012-11-20	233.77999900000003
2012-11-21	238.02999900000003
2012-11-23	239.88000499999998
2012-11-26	243.61999500000002
2012-11-27	243.399994
2012-11-28	247.11000099999998
2012-11-29	251.270004
2012-11-30	252.05000299999998
2012-12-03	250.330002
2012-12-04	252.49000499999997
2012-12-05	253.960007
2012-12-06	253.36999500000002
2012-12-07	253.270004
2012-12-10	247.770004
2012-12-11	250.690002
2012-12-12	251.75999500000003
2012-12-13	251.25
2012-12-14	249.190002
2012-12-17	253.86000099999998
2012-12-18	260.399994
2012-12-19	257.98999
2012-12-20	261.5
2012-12-21	256.920013
2012-12-24	258.619995
2012-12-26	248.63000499999998
2012-12-27	248.309998
2012-12-28	245.17999300000002
2012-12-31	250.86999500000002
2013-01-02	257.309998
2013-01-03	258.480011
2013-01-04	259.149994
2013-01-07	268.459991
2013-01-08	266.380005
2013-01-09	266.350006
2013-01-10	265.339996
2013-01-11	267.940002
2013-01-14	272.730011
2013-01-15	271.899994
2013-01-16	268.929993
2013-01-17	270.480011
2013-01-18	272.119995
2013-01-22	270.190002
2013-01-23	268.109985
2013-01-24	273.459991
2013-01-25	283.98999
2013-01-28	276.040009
2013-01-29	260.350006
2013-01-30	272.76001
2013-01-31	265.5
2013-02-01	265.0
2013-02-04	259.980011
2013-02-05	266.890015
2013-02-06	262.22000099999997
2013-02-07	260.230011
2013-02-08	261.950012
2013-02-11	257.209991
2013-02-12	258.700012
2013-02-13	269.47000099999997
2013-02-14	269.23999
2013-02-15	265.089996
2013-02-19	269.75
2013-02-20	266.410004
2013-02-21	265.940002
2013-02-22	265.420013
2013-02-25	259.869995
2013-02-26	259.359985
2013-02-27	263.25
2013-02-28	264.269989
2013-03-01	265.73999
2013-03-04	273.109985
2013-03-05	275.589996
2013-03-06	273.790009
2013-03-07	273.880005
2013-03-08	274.190002
2013-03-11	271.23999
2013-03-12	274.130005
2013-03-13	275.100006
2013-03-14	265.73999
2013-03-15	261.820007
2013-03-18	257.890015
2013-03-19	256.410004
2013-03-20	257.27999900000003
2013-03-21	253.38999900000002
2013-03-22	257.75
2013-03-25	256.019989
2013-03-26	260.309998
2013-03-27	265.299988
2013-03-28	266.48999
2013-04-01	261.609985
2013-04-02	263.320007
2013-04-03	259.02999900000003
2013-04-04	259.079987
2013-04-05	255.479996
2013-04-08	258.950012
2013-04-09	261.140015
2013-04-10	264.769989
2013-04-11	269.850006
2013-04-12	272.869995
2013-04-15	267.72000099999997
2013-04-16	272.339996
2013-04-17	267.399994
2013-04-18	259.420013
2013-04-19	260.320007
2013-04-22	263.549988
2013-04-23	268.899994
2013-04-24	268.77999900000003
2013-04-25	274.700012
2013-04-26	254.809998
2013-04-29	249.74000499999997
2013-04-30	253.809998
2013-05-01	248.229996
2013-05-02	252.55000299999998
2013-05-03	258.049988
2013-05-06	255.72000099999997
2013-05-07	257.730011
2013-05-08	258.679993
2013-05-09	260.160004
2013-05-10	263.630005
2013-05-13	264.51001
2013-05-14	268.329987
2013-05-15	266.559998
2013-05-16	264.119995
2013-05-17	269.899994
2013-05-20	267.630005
2013-05-21	268.859985
2013-05-22	262.959991
2013-05-23	261.799988
2013-05-24	261.73999
2013-05-28	267.290009
2013-05-29	265.52999900000003
2013-05-30	266.829987
2013-05-31	269.200012
2013-06-03	266.880005
2013-06-04	265.700012
2013-06-05	267.170013
2013-06-06	267.829987
2013-06-07	276.869995
2013-06-10	281.070007
2013-06-11	274.77999900000003
2013-06-12	271.670013
2013-06-13	275.790009
2013-06-14	273.98999
2013-06-17	278.059998
2013-06-18	281.76001
2013-06-19	278.160004
2013-06-20	273.440002
2013-06-21	273.359985
2013-06-24	270.609985
2013-06-25	272.089996
2013-06-26	277.570007
2013-06-27	277.549988
2013-06-28	277.690002
2013-07-01	282.100006
2013-07-02	283.730011
2013-07-03	284.02999900000003
2013-07-05	285.880005
2013-07-08	290.589996
2013-07-09	291.52999900000003
2013-07-10	292.329987
2013-07-11	299.660004
2013-07-12	307.549988
2013-07-15	306.570007
2013-07-16	306.869995
2013-07-17	308.690002
2013-07-18	304.109985
2013-07-19	305.230011
2013-07-22	303.480011
2013-07-23	301.059998
2013-07-24	298.940002
2013-07-25	303.399994
2013-07-26	312.01001
2013-07-29	306.100006
2013-07-30	302.410004
2013-07-31	301.22000099999997
2013-08-01	305.570007
2013-08-02	304.209991
2013-08-05	300.98999
2013-08-06	300.75
2013-08-07	296.910004
2013-08-08	295.73999
2013-08-09	297.26001
2013-08-12	296.690002
2013-08-13	293.97000099999997
2013-08-14	291.339996
2013-08-15	286.47000099999997
2013-08-16	284.820007
2013-08-19	285.570007
2013-08-20	287.089996
2013-08-21	284.570007
2013-08-22	289.730011
2013-08-23	290.01001
2013-08-26	286.209991
2013-08-27	280.929993
2013-08-28	281.579987
2013-08-29	283.980011
2013-08-30	280.980011
2013-09-03	288.799988
2013-09-04	293.640015
2013-09-05	294.100006
2013-09-06	295.859985
2013-09-09	299.709991
2013-09-10	300.359985
2013-09-11	299.640015
2013-09-12	298.859985
2013-09-13	297.920013
2013-09-16	296.059998
2013-09-17	304.170013
2013-09-18	312.02999900000003
2013-09-19	312.059998
2013-09-20	316.339996
2013-09-23	311.48999
2013-09-24	314.130005
2013-09-25	312.649994
2013-09-26	318.119995
2013-09-27	316.01001
2013-09-30	312.640015
2013-10-01	320.950012
2013-10-02	320.51001
2013-10-03	314.76001
2013-10-04	319.040009
2013-10-07	310.02999900000003
2013-10-08	303.230011
2013-10-09	298.230011
2013-10-10	305.170013
2013-10-11	310.890015
2013-10-14	310.700012
2013-10-15	306.399994
2013-10-16	310.48999
2013-10-17	310.769989
2013-10-18	328.929993
2013-10-21	326.440002
2013-10-22	332.540009
2013-10-23	326.76001
2013-10-24	332.209991
2013-10-25	363.390015
2013-10-28	358.160004
2013-10-29	362.700012
2013-10-30	361.079987
2013-10-31	364.02999900000003
2013-11-01	359.0
2013-11-04	358.73999
2013-11-05	358.890015
2013-11-06	356.179993
2013-11-07	343.559998
2013-11-08	350.309998
2013-11-11	354.380005
2013-11-12	349.52999900000003
2013-11-13	356.22000099999997
2013-11-14	367.399994
2013-11-15	369.170013
2013-11-18	366.179993
2013-11-19	364.940002
2013-11-20	362.570007
2013-11-21	368.920013
2013-11-22	372.309998
2013-11-25	376.640015
2013-11-26	381.369995
2013-11-27	386.709991
2013-11-29	393.619995
2013-12-02	392.299988
2013-12-03	384.660004
2013-12-04	385.959991
2013-12-05	384.48999
2013-12-06	386.950012
2013-12-09	384.890015
2013-12-10	387.77999900000003
2013-12-11	382.190002
2013-12-12	381.25
2013-12-13	384.23999
2013-12-16	388.97000099999997
2013-12-17	387.649994
2013-12-18	395.959991
2013-12-19	395.190002
2013-12-20	402.200012
2013-12-23	402.920013
2013-12-24	399.200012
2013-12-26	404.390015
2013-12-27	398.079987
2013-12-30	393.369995
2013-12-31	398.790009
2014-01-02	397.97000099999997
2014-01-03	396.440002
2014-01-06	393.630005
2014-01-07	398.02999900000003
2014-01-08	401.920013
2014-01-09	401.01001
2014-01-10	397.660004
2014-01-13	390.980011
2014-01-14	397.540009
2014-01-15	395.869995
2014-01-16	395.799988
2014-01-17	399.609985
2014-01-21	407.049988
2014-01-22	404.540009
2014-01-23	399.869995
2014-01-24	387.600006
2014-01-27	386.27999900000003
2014-01-28	394.429993
2014-01-29	384.200012
2014-01-30	403.01001
2014-01-31	358.690002
2014-02-03	346.149994
2014-02-04	347.950012
2014-02-05	346.450012
2014-02-06	354.589996
2014-02-07	361.079987
2014-02-10	360.869995
2014-02-11	361.790009
2014-02-12	349.25
2014-02-13	357.200012
2014-02-14	357.350006
2014-02-18	353.649994
2014-02-19	347.380005
2014-02-20	349.799988
2014-02-21	346.76001
2014-02-24	351.77999900000003
2014-02-25	358.320007
2014-02-26	359.799988
2014-02-27	360.130005
2014-02-28	362.100006
2014-03-03	359.77999900000003
2014-03-04	363.899994
2014-03-05	372.369995
2014-03-06	372.160004
2014-03-07	372.059998
2014-03-10	370.52999900000003
2014-03-11	368.820007
2014-03-12	370.640015
2014-03-13	371.51001
2014-03-14	373.73999
2014-03-17	375.040009
2014-03-18	378.769989
2014-03-19	373.230011
2014-03-20	368.97000099999997
2014-03-21	360.619995
2014-03-24	351.850006
2014-03-25	354.709991
2014-03-26	343.410004
2014-03-27	338.47000099999997
2014-03-28	338.290009
2014-03-31	336.369995
2014-04-01	342.98999
2014-04-02	341.959991
2014-04-03	333.619995
2014-04-04	323.0
2014-04-07	317.76001
2014-04-08	327.070007
2014-04-09	331.809998
2014-04-10	317.109985
2014-04-11	311.730011
2014-04-14	315.910004
2014-04-15	316.079987
2014-04-16	323.679993
2014-04-17	324.910004
2014-04-21	330.869995
2014-04-22	329.320007
2014-04-23	324.579987
2014-04-24	337.149994
2014-04-25	303.829987
2014-04-28	296.579987
2014-04-29	300.380005
2014-04-30	304.130005
2014-05-01	307.890015
2014-05-02	308.01001
2014-05-05	310.049988
2014-05-06	297.380005
2014-05-07	292.709991
2014-05-08	288.320007
2014-05-09	292.23999
2014-05-12	302.859985
2014-05-13	304.640015
2014-05-14	297.619995
2014-05-15	295.190002
2014-05-16	297.700012
2014-05-19	296.76001
2014-05-20	301.190002
2014-05-21	305.01001
2014-05-22	304.910004
2014-05-23	312.23999
2014-05-27	310.820007
2014-05-28	310.160004
2014-05-29	313.77999900000003
2014-05-30	312.549988
2014-06-02	308.839996
2014-06-03	307.190002
2014-06-04	306.77999900000003
2014-06-05	323.570007
2014-06-06	329.670013
2014-06-09	327.5
2014-06-10	332.410004
2014-06-11	335.200012
2014-06-12	325.910004
2014-06-13	326.269989
2014-06-16	327.619995
2014-06-17	325.619995
2014-06-18	334.380005
2014-06-19	327.0
2014-06-20	324.200012
2014-06-23	327.23999
2014-06-24	324.160004
2014-06-25	327.440002
2014-06-26	325.690002
2014-06-27	324.570007
2014-06-30	324.77999900000003
2014-07-01	332.390015
2014-07-02	332.850006
2014-07-03	337.48999
2014-07-07	333.549988
2014-07-08	323.809998
2014-07-09	329.97000099999997
2014-07-10	327.920013
2014-07-11	346.200012
2014-07-14	355.320007
2014-07-15	354.440002
2014-07-16	355.899994
2014-07-17	352.450012
2014-07-18	358.660004
2014-07-21	359.76001
2014-07-22	360.839996
2014-07-23	358.140015
2014-07-24	358.609985
2014-07-25	324.01001
2014-07-28	320.410004
2014-07-29	320.0
2014-07-30	322.51001
2014-07-31	312.98999
2014-08-01	307.059998
2014-08-04	313.649994
2014-08-05	312.320007
2014-08-06	313.890015
2014-08-07	311.450012
2014-08-08	316.799988
2014-08-11	318.329987
2014-08-12	319.320007
2014-08-13	326.27999900000003
2014-08-14	333.209991
2014-08-15	333.630005
2014-08-18	334.52999900000003
2014-08-19	335.130005
2014-08-20	335.77999900000003
2014-08-21	332.910004
2014-08-22	331.589996
2014-08-25	334.019989
2014-08-26	341.829987
2014-08-27	343.179993
2014-08-28	340.019989
2014-08-29	339.040009
2014-09-02	342.380005
2014-09-03	339.0
2014-09-04	345.950012
2014-09-05	346.380005
2014-09-08	342.339996
2014-09-09	329.75
2014-09-10	331.329987
2014-09-11	330.519989
2014-09-12	331.190002
2014-09-15	323.890015
2014-09-16	327.76001
2014-09-17	324.0
2014-09-18	325.0
2014-09-19	331.320007
2014-09-22	324.5
2014-09-23	323.630005
2014-09-24	328.209991
2014-09-25	321.929993
2014-09-26	323.209991
2014-09-29	321.820007
2014-09-30	322.440002
2014-10-01	317.459991
2014-10-02	318.410004
2014-10-03	322.73999
2014-10-06	322.200012
2014-10-07	316.980011
2014-10-08	322.700012
2014-10-09	315.369995
2014-10-10	311.390015
2014-10-13	306.450012
2014-10-14	308.309998
2014-10-15	305.97000099999997
2014-10-16	302.859985
2014-10-17	303.640015
2014-10-20	306.209991
2014-10-21	315.329987
